Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
RHQ551B,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ551C,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ551D,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ551E,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ551F,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ551G,What are {your/SP's} reasons for having used estrogen or progesterone?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ554,{Have you/Has SP} ever taken female hormone pills containing estrogen only (like Premarin)? (Do not include birth control pills.),RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ556,How old {were you/was SP} when {you/she} first started taking pills containing estrogen only?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ558,{Are you/Is SP} taking pills containing estrogen only now?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ560Q,"Not counting any time when {you/SP} stopped taking them, for how long altogether {have you taken/did you take/has she taken/did she take} pills containing estrogen only?",RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ560U,UNIT OF MEASURE.,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ562,{Have you/Has SP} taken female hormone pills containing progestin only (like Provera)? (Do not include birth control pills.),RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ564,How old {were you/was SP} when {you/she} first started taking pills containing progestin only?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ566,{Are you/Is SP} taking pills containing progestin only now?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ568Q,"Not counting any time when {you/SP} stopped taking them, for how long altogether {have you taken/did you take/has she taken/did she take} pills containing progestin only?",RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ568U,UNIT OF MEASURE.,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ570,"{Have you/Has SP} taken female hormone pills containing both estrogen and progestin (like Prempro, Premphase)? (Do not include birth control pills.)",RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ572,How old {were you/was SP} when {you/she} first started taking pills containing both estrogen and progestin?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ574,{Are you/Is SP} taking pills containing both estrogen and progestin now?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ576Q,"Not counting any time when {you/SP} stopped taking them, for how long altogether {{have you/has SP} taken/did {you/SP} take} pills containing both estrogen and progestin?",RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ576U,UNIT OF MEASURE.,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ580,{Have you/Has SP} ever used female hormone patches containing estrogen only?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ582,How old {were you/was SP} when {you/she} first started using patches containing estrogen only?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ584,{Are you/Is SP} using patches containing estrogen only now?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ586Q,"Not counting any time when {you/SP} stopped taking them, for how long altogether {have you used/did you use/has she used/did she use} patches containing estrogen only?",RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ586U,UNIT OF MEASURE.,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ596,{Have you/Has SP} used female hormone patches containing both estrogen and progestin?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ598,How old {were you/was SP} when {you/she} first started using patches containing both estrogen and progestin?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ600,{Are you/Is SP} using patches containing both estrogen and progestin now?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ602Q,"Not counting any time when {you/SP} stopped taking them, for how long altogether {have you used/did you use/has she used/did she use} patches containing both estrogen and progestin?",RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ602U,UNIT OF MEASURE.,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ700,"During the past month, {have you/has SP} used any of the following products for feminine hygiene?",RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ710A,Which of these products did {you/SP} use?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ710B,Which of these products did {you/SP} use?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ710C,Which of these products did {you/SP} use?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ710D,Which of these products did {you/SP} use?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ710E,Which of these products did {you/SP} use?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ710F,Which of these products did {you/SP} use?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ710G,Which of these products did {you/SP} use?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ720,"During the past 6 months, did {you/SP} douche? By douching, we mean putting a substance into {your/her} vagina either for routine cleansing or for vaginal irritation or signs of infection?",RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ730,"During the past 6 months, how often did {you/SP} douche? Would you say ...",RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ740,"During the past month, did {you/SP} have any of the following problems: vaginal itching, an unpleasant vaginal odor, or an unusual vaginal discharge?",RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ750A,Which of these problems did {you/SP} have?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ750B,Which of these problems did {you/SP} have?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RHQ750C,Which of these problems did {you/SP} have?,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
SEQN,Respondent sequence number.,RHQ_C,Reproductive Health,2003,2004,Questionnaire,
RDD040,For how many years {have you/has SP} had this cough?,RDQ_C,Respiratory Health,2003,2004,Questionnaire,
RDD060,"For how many years, {have you/has SP} had trouble with phlegm?",RDQ_C,Respiratory Health,2003,2004,Questionnaire,
RDD120,"[In the past 12 months], how many times {have you/has SP} gone to the doctor's office or the hospital emergency room for one or more of these attacks of wheezing or whistling?",RDQ_C,Respiratory Health,2003,2004,Questionnaire,
RDQ031,{Do you/Does SP} usually cough on most days for 3 consecutive months or more during the year?,RDQ_C,Respiratory Health,2003,2004,Questionnaire,
RDQ050,{Do you/Does SP} bring up phlegm on most days for 3 consecutive months or more during the year?,RDQ_C,Respiratory Health,2003,2004,Questionnaire,
RDQ070,In the past 12 months {have you/has SP} had wheezing or whistling in {your/his/her} chest?,RDQ_C,Respiratory Health,2003,2004,Questionnaire,
RDQ080,"[In the past 12 months], how many attacks of wheezing or whistling {have you/has SP} had?",RDQ_C,Respiratory Health,2003,2004,Questionnaire,
RDQ090,"[In the past 12 months], how often, on average, has {your/SP's} sleep been disturbed because of wheezing? Would you say this happens . . .",RDQ_C,Respiratory Health,2003,2004,Questionnaire,
RDQ100,"[In the past 12 months], has {your/SP's} chest sounded wheezy during or after exercise or physical activity?",RDQ_C,Respiratory Health,2003,2004,Questionnaire,
RDQ134,"(In the past 12 months), (have you/has SP) taken medication, prescribe by a doctor, for wheezing or whistling?",RDQ_C,Respiratory Health,2003,2004,Questionnaire,
RDQ135,"During the past 12 months, how much did {you/SP} limit {your/his/her} usual activities due to wheezing or whistling? Would you say…",RDQ_C,Respiratory Health,2003,2004,Questionnaire,
RDQ137,"During the past 12 months, how many days of work or school did {you/SP} miss due to wheezing or whistling?",RDQ_C,Respiratory Health,2003,2004,Questionnaire,
RDQ140,"[In the past 12 months], {have you/has SP} had a dry cough at night not counting a cough associated with a cold or chest infection lasting 14 days or more?",RDQ_C,Respiratory Health,2003,2004,Questionnaire,
SEQN,Respondent sequence number.,RDQ_C,Respiratory Health,2003,2004,Questionnaire,
SEQN,Respondent sequence number.,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD030,How old {were you/was SP} when {you/s/he} first started to smoke cigarettes fairly regularly?,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD055,How old {were you/was SP} when {you/s/he} last smoked cigarettes {fairly regularly}?,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD057,"At that time, about how many cigarettes did {you/SP} usually smoke per day?",SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD070,"On average, how many cigarettes {do you/does SP} now smoke per day?",SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD075,For about how many years {have you/has SP} smoked this amount?,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD093,May I please see the pack for the brand of cigarettes {you usually smoke/SP usually smokes}.,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD100BR,Cigarette Brand/sub-brand,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD100CO,FTC Carbon Monoxide Content,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD100FL,Filter type,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD100LN,Cigarette product length,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD100MN,CIGARETTE PRODUCT MENTHOLATED OR NON-MENTHOLATED,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD100NI,FTC Nicotine Content,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD100TR,FTC Tar Content,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD130,How old {were you/was SP} when {you/s/he} first started to smoke a pipe fairly regularly?,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD160,How old {were you/was SP} when {you/s/he} first started to smoke a cigar fairly regularly?,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD190,How old {were you/was SP} when {you/s/he} first started to use snuff fairly regularly?,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD203,"How many ""pinches"", ""dips"" or ""rubs"" of snuff {do you/does SP} use per day?",SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD220,How old {were you/was SP} when {you/s/he} first started to use chewing tobacco fairly regularly?,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD233,"How many ""plugs"", ""wads"" or ""chaws"" of chewing tobacco {do you/does SP} use per day?",SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD235,For about how many years {have you/has SP} used this amount?,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD641,On how many of the past 30 days did {you/SP} smoke a cigarette?,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMD650,"During the past 30 days, on the days that {you/SP} smoked, about how many cigarettes did {you/s/he} smoke per day?",SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMDUPCA,Cigarette 12-digit Universal Product Code (UPC),SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMQ020,These next questions are about cigarette smoking and other tobacco use. {Have you/Has SP} smoked at least 100 cigarettes in {your/his/her} entire life?,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMQ040,{Do you/Does SP} now smoke cigarettes . .,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
SMQ050Q,How long has it been since {you/SP} quit smoking cigarettes?,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,2003,2004,Questionnaire,
